,input,answer
2241,"The cardiac and vasomotor centers are found in the medulla oblongata. They are located on either side of the midline, just above the fourth ventricle.","['medulla oblongata', 'the medulla oblongata']"
2242,"Anne with an E is a Canadian drama television series based on the 1908 novel Anne of Green Gables by Lucy Maud Montgomery. The show was created for Netflix by Moira Walley-Beckett and stars Amybeth McNulty as Anne Shirley, Geraldine James as Marilla Cuthbert, R. H. Thomson as Matthew Cuthbert, Dalila Bela as Diana Barry and Lucas Jade Zumann in the role of Gilbert Blythe",['Amybeth McNulty']
2243,"The Department of Health and Human Services (HHS) is the United States government's principal agency for protecting the health of all Americans and providing essential human services, especially to those who are least able to help themselves. HHS includes many agencies with wide-ranging responsibilities in public health, social services, welfare policy and management.","['79,540 (2015)', '79,540']"
2244,Burt Reynolds played Big Enos in Smokey and the Bandit. He was a wealthy businessman who hired Bo Darville to drive his truck across the country with a load of Coors beer.,['Pat McCormick']
2245,"Chris Grandy is played by Mark Ruffalo in the 2004 film ""13 Going on 30"".","['Jim Gaffigan', 'Alex Black']"
2246,"The Ranji Trophy is a first-class cricket tournament in India. It was founded by the Board of Control for Cricket in India (BCCI) and has been played since 1934. In 2016, Jharkhand won their maiden title after defeating Mumbai by an innings and 58 runs at the Wankhede Stadium on November 27th, making them only the second team from outside Maharashtra to win it all!",['Jaydev Shah']
2247,"The Hero World Challenge is being played at the Albany Golf Club in Nassau, Bahamas. It is a 18-hole course that was designed by Robert Trent Jones Jr. and opened in 2003.","['The Bahamas', 'Albany development in the Bahamas']"
2248,"The wavelength of x-rays is 10^-12 meters. X-rays are a type of electromagnetic radiation that has a very short wavelength and high energy. They can pass through most materials, including the human body, but they are absorbed by dense objects such as bone or metal.",['from 0.01 to 10 nanometers']
2249,"The Godfather Part II won the Oscar for Best Picture in 1976. It was directed by Francis Ford Coppola and starred Al Pacino, Robert De Niro, Diane Keaton and Marlon Brando.",['Rocky']
2250,"The two mathematicians that invented calculus were Isaac Newton and Gottfried Wilhelm Leibniz. They both independently discovered the same mathematical principles, but they did not know about each other's work until 1704 when they met in Paris.","['Gottfried Leibniz', 'Isaac Newton']"
2251,"Porter Airlines flies out of Toronto's Billy Bishop Airport, which is located on the island of Toronto. The airport has a single runway and two terminal buildings. It is also known as ""Toronto City Centre Airport"" or ""YTZ"".",['Billy Bishop Toronto City Airport']
2252,"The song was written by R.E.M.'s lead singer Michael Stipe and guitarist Peter Buck, with the lyrics inspired by a 1982 speech given by U.S President Ronald Reagan at the United Nations General Assembly in New York City on September 21, 1987 where he said ""The end of the world as we know it"" during his address to delegates from around the world about nuclear warfare between Russia and America after tensions rose over Soviet missiles being placed in Cuba near American soil which led to an international crisis known as Cuban Missile Crisis that almost resulted into World War III if not for diplomatic efforts made between both countries' leaders who agreed upon removing all weapons from Cuba before any further action could be taken against them or their allies such as China who were also involved due to having close relations with both sides but ultimately decided not intervene because they didn't want another Cold War breaking out again like what happened during Vietnam when communism spread throughout Asia causing many nations there including South Korea (which had been under US control since WWII) became independent states instead resulting into civil wars within those countries themselves leading up until today where some still remain unstable despite attempts made towards peace talks happening every now then among different parties involved trying hard enough so everyone can live together happily ever after without fear anymore!",['R.E.M.']
2253,"Copernicus was the first to challenge Aristotle's model of a geocentric universe. He proposed that the sun, not Earth, is at the center of our solar system and that all planets revolve around it. This theory was later confirmed by Galileo Galilei in 1609 when he observed Jupiter's moons using his telescope.",['Copernicus']
2254,"Delhi is on the banks of the Yamuna River. The river flows through northern India and empties into the Ganges River in Allahabad, Uttar Pradesh.",['Yamuna']
2255,"The 1939 World's Fair was the first time that television was shown to the public. It featured a large screen and an audio system, which allowed people to watch live broadcasts of events such as baseball games and concerts.",['Television demonstrations are held']
2256,"The krypton-85 decays by emission of a beta particle. The product of this decay is an electron and the nucleus becomes helium-4, which has two neutrons and two protons in its nucleus.",['rubidium-85']
2257,"The tv show even stevens starred by Shia LaBeouf, Christy Carlson Romano, and Zachary Bostrom. It was aired on ABC from 2001 to 2003.","['Nick Spano', 'Donna Pescow', 'Christy Carlson Romano', 'Shia LaBeouf', 'Tom Virtue']"
2258,"The top 1% of the population controls about 40% of the wealth. This is a significant increase from previous years, when it was only around 25%.",['1%']
2259,"The Oasis is a virtual reality world that was created by James Halliday and his partner Ogden Morrow. It is an online game where players can explore different planets, interact with other players, and complete quests. The Oasis has become one of the most popular games in the world, with millions of people playing it every day.",['a virtual reality simulator']
2260,"The song was written by Neil Young and recorded by his band, Crosby, Stills & Nash. It was released as a single in 1970 and reached number 23 on the Billboard Hot 100 chart.","['American rock band Eagles', 'the American rock band Eagles', 'Eagles']"
2261,"Satellites use radio waves to communicate with Earth. Radio waves are a type of electromagnetic radiation that travels through space at the speed of light. They can be used for communication, navigation, and remote sensing applications.","['radio and microwave frequencies', 'electromagnetic waves']"
2262,"The most followed person on Instagram is Cristiano Ronaldo, with 241 million followers. He has been the most followed person since June 2016 and was previously held by Selena Gomez from October 2013 to June 2016.","[""Instagram's own account"", 'Instagram', 'Selena Gomez']"
